cid,poi_name,website,lat,lng,price_range_icons,reviews_no,price_range,tags,hours,photos,phone,reservations,online_visibility,address_text,is_closed,country,traffic,kwrd
0x1459b5805da6e209:0x597f8c0936fcb52d,الهنا للأسماك والمأكولات البحرية,,29.7471502,31.2618458,,,,['Restaurant'],,,,,,"P7W6+RMX الهنا للأسماك والمأكولات البحرية, Aswan Western Agricultural Rd, Ash Shok Al Gharbi, Badrshein, Giza Governorate 3390105",,EG,,restaurants
0x14584b0079586165:0x66e5b8e96a8ccbbc,مطعم الونش,,29.8486722,31.2454674,,1,,['Western restaurant'],,,011 40063987,,,"R6XW+F58 مطعم الونش, Mit Rahinah, Badrshein, Giza Governorate 3364712",,EG,,restaurants
0x1459b5007ad71a61:0xd509a88bdba5ee61,مزغونه,,29.7508367,31.259965,,,,['Breakfast restaurant'],,,,,,"Q725+8XP مزغونه, Mazghounah, Badrshein, Giza Governorate 3360453",,EG,,restaurants
0x145849a07ba6070d:0x27e84f649abc243a,ع الجاهز,,29.9299482,31.2844981,,,,['Restaurant'],"{'Saturday': '2\u202fPM–2\u202fAM', 'Sunday': '2\u202fPM–2\u202fAM', 'Monday': '2\u202fPM–2\u202fAM', 'Tuesday': '2\u202fPM–2\u202fAM', 'Wednesday': '2\u202fPM–2\u202fAM', 'Thursday': '2\u202fPM–2\u202fAM', 'Friday': '2\u202fPM–2\u202fAM'}",3 Photos,010 06843493,,,"W7HM+XQH ع الجاهز, Al Manawat, Abo El Nomros, Giza Governorate 3378002",,EG,,restaurants
0x14584634fb62389b:0xe2769665423a5388,El Asyoty,,29.9735355,31.2145822,,8,,['Restaurant'],"{'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours'}",,,,,"X6F7+CR8 El Asyoty, Gazirat Ad Dahab, Al Giza, Giza Governorate 3721354",,EG,,restaurants
0x1459cb2f1d24b91b:0x995f4c78a5bb425e,اسماك ابو داود,,29.749382,31.3131253,,,,['Restaurant'],,,,,,"P8X7+Q72 اسماك ابو داود, El-Saf, Giza Governorate 3483541",,EG,,restaurants
0x145845b7a82dc859:0x9089d86329ae0047,مطعم وكافيه الصحبجيه,,30.0343968,31.1010771,,9,,['Buffet restaurant'],"{'Saturday': '9\u202fAM–2\u202fAM', 'Sunday': '9\u202fAM–2\u202fAM', 'Monday': '9\u202fAM–2\u202fAM', 'Tuesday': '9\u202fAM–2\u202fAM', 'Wednesday': '9\u202fAM–2\u202fAM', 'Thursday': '9\u202fAM–2\u202fAM', 'Friday': '9\u202fAM–2\u202fAM'}",20 Photos,010 20861628,,,"مطعم وكافيه الصحبجيه، البرجسى اوتوموتيف، كرداسة، إمبابة،, Giza Governorate 3642362",,EG,,restaurants
0x14585777143e713d:0xe2c88888f7c60281,Deeneeis restaurant,,29.9611296,30.9087389,,1,,['Seafood restaurant'],"{'Sunday': 'Closed', 'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Closed', 'Saturday': 'Closed'}",,010 97150305,,,"Deeneeis restaurant, First 6th of October, 6th of October City (2), Giza Governorate 12573",,EG,,restaurants
0x145857f13f0ecb31:0xfdcded9982d33df7,El deek restaurant - مطعم الديك,,29.9590946,30.9460365,,,,['Restaurant'],"{'Sunday': '1\u202fAM–12\u202fAM', 'Monday': '1\u202fAM–12\u202fAM', 'Tuesday': '1\u202fAM–12\u202fAM', 'Wednesday': '1\u202fAM–12\u202fAM', 'Thursday': '1\u202fAM–12\u202fAM', 'Friday': '1\u202fAM–12\u202fAM', 'Saturday': '1\u202fAM–12\u202fAM'}",,011 02469343,,,"El deek restaurant - مطعم الديك, First 6th of October, Giza Governorate 3233210",,EG,,restaurants
0x1459b56fffc3343d:0x4d80e1d47589c047,كشري الشيخ دهشور,,29.7487256,31.242337,$,62,Inexpensive,['Restaurant'],"{'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours'}",182+ Photos,011 13500606,,,"كشري الشيخ دهشور، شارع دكتور سعيد سيف الجيزة, Badrshein",,EG,,restaurants
0x14583984f460c7a1:0xeb1fb228ef3ef30c,بابا كاشو,,29.9406388,31.2773165,,10,,['Family restaurant'],,2 Photos,,,,"بابا كاشو, Masr_helwan Agricultural St, Torah Al Hait (Al Balad Previous) Kotseika, Tura, Cairo Governorate 4061265",,EG,,restaurants
0x14582363ab2ca561:0xc8775d19f3596790,فوود ماركس,,29.9735914,31.4875508,,,,['Restaurant'],,,,,,"XFFP+CXP فوود ماركس, Industrial Area, New Cairo 3, Cairo Governorate 4716135",,EG,,restaurants
0x145839004ca03f41:0x4b78e21cf96f2b81,طاطس,,29.9546412,31.2852206,,,,['Fast food restaurant'],"{'Saturday': '7\u202fAM–2\u202fAM', 'Sunday': '7\u202fAM–2\u202fAM', 'Monday': '7\u202fAM–2\u202fAM', 'Tuesday': '7\u202fAM–2\u202fAM', 'Wednesday': '7\u202fAM–2\u202fAM', 'Thursday': '7\u202fAM–2\u202fAM', 'Friday': '7\u202fAM–2\u202fAM'}",2 Photos,012 79947334,,,"X73P+V35 طاطس, Mansheya El-Masry, Tura, Cairo Governorate 4062420",,EG,,restaurants
0x145837f5c92dde07:0xbfc617358512ed5f,Awlad Afeify,,29.9361023,31.2808971,,9,,['Falafel restaurant'],,,,,,"W7PJ+C9R Awlad Afeify, Torah Al Hait (Al Balad Previous) Kotseika, Tura, Cairo Governorate 4061156",,EG,,restaurants
0x1459cb77ca286f77:0x5ec69bc975e7c8d0,مشويات جريمه اكل,,29.7578802,31.2863375,,3,,['Restaurant'],,4 Photos,010 94643845,,,"مشويات جريمه اكل، النصف البحري، الشوبك, Giza Governorate 3476213",,EG,,restaurants
0x1459c70061d0cf73:0x21d4913744d2ca25,الدخلاويه,,29.5757382,31.2946341,,,,['Bar'],,,,,,"H7GV+7VR الدخلاويه, El-Saf City, El-Saf, Giza Governorate 3444272",,EG,,restaurants
0x1459cb1b811f9043:0x6f43fb33a4c32724,مطعم فول وفلافل رمضان,,29.7015078,31.3178562,,1,,['Restaurant'],,,,,,"P829+J45 مطعم فول وفلافل رمضان, Ghamazah Al Kubra, El-Saf, Giza Governorate 3462556",,EG,,restaurants
0x145856f420081f65:0x32f402686965b56d,AL MALEK RESTAURANT,,29.9684228,30.9459837,,8,,['Restaurant'],"{'Sunday': '11\u202fAM–12\u202fAM', 'Monday': '11\u202fAM–12\u202fAM', 'Tuesday': '11\u202fAM–12\u202fAM', 'Wednesday': '11\u202fAM–12\u202fAM', 'Thursday': '11\u202fAM–12\u202fAM', 'Friday': '11\u202fAM–12\u202fAM', 'Saturday': '11\u202fAM–12\u202fAM'}",,011 22280723,,,"XW9W+999 AL MALEK RESTAURANT, First 6th of October, Giza Governorate 3232443",,EG,,restaurants
0x145851fbbd2efd71:0x11fb6b48095ced1,Solo Pool Club & Cafe - Restaurant,,29.98728,30.992703,,132,,"['Restaurant', 'Coffee shop', 'Takeout restaurant', 'Pizza takeaway', 'Pool hall', 'Video arcade']","{'Saturday': '12\u202fPM–4\u202fAM', 'Sunday': '12\u202fPM–4\u202fAM', 'Monday': '12\u202fPM–4\u202fAM', 'Tuesday': '12\u202fPM–4\u202fAM', 'Wednesday': '12\u202fPM–4\u202fAM', 'Thursday': '12\u202fPM–4\u202fAM', 'Friday': '12\u202fPM–4\u202fAM'}",211+ Photos,010 09500898,,,"Solo Pool Club & Cafe - Restaurant, First 6th of October, Giza Governorate 3237221",,EG,,restaurants
0x145851a32bfcd7e9:0x830c9a15b205dd1f,X-Large Restaurant - مطعم إكس لارچ,,29.9360787,31.0528596,,,,['Restaurant'],,,015 54737286,,,"X-Large Restaurant - مطعم إكس لارچ, Star City, الحى ال 11 ، مول, Giza Governorate 12585",,EG,,restaurants
0x145839fd2fa35b19:0x6a1d3a0c73bfd572,Karizma Cafe & Restaurant,,29.9740142,31.2752549,,17,,['Restaurant'],"{'Saturday': '9\u202fAM–2\u202fAM', 'Sunday': '9\u202fAM–2\u202fAM', 'Monday': '9\u202fAM–2\u202fAM', 'Tuesday': '9\u202fAM–2\u202fAM', 'Wednesday': '9\u202fAM–2\u202fAM', 'Thursday': '9\u202fAM–4\u202fAM', 'Friday': '9\u202fAM–4\u202fAM'}",6 Photos,,,,"X7FG+J42 Karizma Cafe & Restaurant, ElNasr St, Al Basatin Al Gharbeyah, El Basatin, Cairo Governorate 4234205",,EG,,restaurants
0x1458387603c5591f:0xb5ca5fc113e533b6,Restaurant Maman Africa,,29.9698494,31.2630209,,45,,['Restaurant'],"{'Sunday': '10\u202fAM–12\u202fAM', 'Monday': '10\u202fAM–12\u202fAM', 'Tuesday': '10\u202fAM–12\u202fAM', 'Wednesday': '10\u202fAM–12\u202fAM', 'Thursday': '10\u202fAM–12\u202fAM', 'Friday': '10\u202fAM–12\u202fAM', 'Saturday': '10\u202fAM–12\u202fAM'}",7 Photos,011 42241191,,,"X797+W6J Restaurant Maman Africa, Abd El-Moneim, Ezbet Gebreel, El Basatin, Cairo Governorate 4230041",,EG,,restaurants
0x14585bc094d2e955:0x67b340ecbf976f17,Chestnut Restaurant & Pub,https://www.chestnutpub.com,30.0195724,31.0030301,,11,,['Restaurant'],"{'Saturday': '12\u202fPM–1\u202fAM', 'Sunday': '1\u202fPM–1\u202fAM', 'Monday': '1\u202fPM–1\u202fAM', 'Tuesday': '1\u202fPM–3\u202fAM', 'Wednesday': '1\u202fPM–1\u202fAM', 'Thursday': '1\u202fPM–3\u202fAM', 'Friday': '12\u202fPM–3\u202fAM'}",17 Photos,012 12221777,,,"Chestnut Restaurant & Pub, El-Bostan, First Al Sheikh Zayed, Giza Governorate 3242304",,EG,,restaurants
0x14585bbda97c8473:0xbaa87e9129b67b06,Karakeib Restaurant & cafe Palm hills,,30.0099425,31.0194521,$$,689,Moderately expensive,"['Restaurant', 'Coffee shop']","{'Saturday': '9\u202fAM–3\u202fAM', 'Sunday': '9\u202fAM–3\u202fAM', 'Monday': '9\u202fAM–3\u202fAM', 'Tuesday': '9\u202fAM–3\u202fAM', 'Wednesday': '9\u202fAM–3\u202fAM', 'Thursday': '9\u202fAM–3\u202fAM', 'Friday': '9\u202fAM–3\u202fAM'}",105+ Photos,010 55505521,,,"Karakeib Restaurant & cafe Palm hills, First 6th of October, Giza Governorate 3292411",,EG,,restaurants
0x145851961d50d919:0x7dc94421bcd9105b,Charl Restaurant,https://www.qrcodeeg.com,30.0099761,31.0194482,,180,,['Restaurant'],"{'Saturday': '9\u202fAM–2\u202fAM', 'Sunday': '9\u202fAM–2\u202fAM', 'Monday': '9\u202fAM–2\u202fAM', 'Tuesday': '9\u202fAM–2\u202fAM', 'Wednesday': '9\u202fAM–2\u202fAM', 'Thursday': '9\u202fAM–3\u202fAM', 'Friday': '9\u202fAM–3\u202fAM'}",447+ Photos,012 22223788,,,"Charl Restaurant, كومباوند الهضبة داخل مول, 360،, Palm Hills, First 6th of October, Giza Governorate",,EG,,restaurants
0x14585a6af446cea1:0x3a2c0e2d8501a107,Papa Johns Pizza,https://www.papajohns.com,30.0276654,31.0131316,$$,471,Moderately expensive,"['Pizza restaurant', 'Fast food restaurant', 'Restaurant', 'Vegan restaurant', 'Vegetarian restaurant']","{'Saturday': '1\u202fPM–3\u202fAM', 'Sunday': '1\u202fPM–3\u202fAM', 'Monday': '1\u202fPM–3\u202fAM', 'Tuesday': '1\u202fPM–3\u202fAM', 'Wednesday': '1\u202fPM–3\u202fAM', 'Thursday': '1\u202fPM–3\u202fAM', 'Friday': '1\u202fPM–3\u202fAM'}",86+ Photos,010 93872999,,,"Papa Johns Pizza, Americana Plaza Mall Store, Number 4, First Al Sheikh Zayed, Giza Governorate 3245504",,EG,,restaurants
0x14585b448bd99f43:0x396e86d1eb9d5ab3,Tabali - Arkan Plaza,https://www.facebook.com,30.0187511,31.0049495,,501,,['Breakfast restaurant'],"{'Sunday': '8\u202fAM–12\u202fAM', 'Monday': '8\u202fAM–12\u202fAM', 'Tuesday': '8\u202fAM–12\u202fAM', 'Wednesday': '8\u202fAM–12\u202fAM', 'Thursday': '8\u202fAM–12\u202fAM', 'Friday': '8\u202fAM–12\u202fAM', 'Saturday': '8\u202fAM–12\u202fAM'}",389+ Photos,,,,"2293+GX4 Tabali - Arkan Plaza, 26th of July Corridor, First 6th of October, Giza Governorate 3242304",,EG,,restaurants
0x1458381c244e08f1:0x5570805b4ae35e07,Abou Arafa,,29.9421004,31.279315,$$,31,Moderately expensive,['Barbecue restaurant'],"{'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours'}",14 Photos,011 25958447,,,"W7RH+RPW Abou Arafa, Al Hagarah, Tura, Cairo Governorate 4062310",,EG,,restaurants
0x14584908483c14d3:0x2305c7627794693d,مشويات كنتاكي,,29.9261625,31.2470393,,41,,['Restaurant'],"{'Saturday': '11\u202fAM–3\u202fAM', 'Sunday': 'Closed', 'Monday': '11\u202fAM–3\u202fAM', 'Tuesday': '11\u202fAM–3\u202fAM', 'Wednesday': '11\u202fAM–3\u202fAM', 'Thursday': '11\u202fAM–3\u202fAM', 'Friday': '11\u202fAM–3\u202fAM'}",Photos,010 61618900,,,"W6GW+FR7 مشويات كنتاكي, Abu an Numros, Abo El Nomros, Giza Governorate 3378001",,EG,,restaurants
0x145847ab50cfa293:0xad7007a09cdffa3,مطعم لافندى للبيتزا والكريب,,29.9915616,31.213886,,3,,['Pizza restaurant'],,12 Photos,011 18542860,,,"مطعم لافندى للبيتزا والكريب، 4 Mahmoud Salamah, Gazirat Ad Dahab, Al Giza, Giza Governorate 12511",,EG,,restaurants
0x145847ea8e1ddc6d:0xb3108832fbf56bb7,الاخوه (كركور),,30.003405,31.213796,,3,,['Fast food restaurant'],"{'Saturday': '3\u202fPM–1\u202fAM', 'Sunday': '3\u202fPM–1\u202fAM', 'Monday': '3\u202fPM–1\u202fAM', 'Tuesday': '3\u202fPM–1\u202fAM', 'Wednesday': '3\u202fPM–1\u202fAM', 'Thursday': '3\u202fPM–1\u202fAM', 'Friday': '3\u202fPM–1\u202fAM'}",Photos,011 11008423,,,الاخوه (كركور)، ٦١ رفعت أمام مدرسه شجر الدر، رفعت،,,EG,,restaurants
0x145839f5efedc9d1:0xee87abde1f313f15,وي كان,,29.9427892,31.2746838,,,,['Fast food restaurant'],"{'Saturday': '2\u202fPM–2\u202fAM', 'Sunday': '2\u202fPM–2\u202fAM', 'Monday': '2\u202fPM–2\u202fAM', 'Tuesday': '2\u202fPM–2\u202fAM', 'Wednesday': '2\u202fPM–2\u202fAM', 'Thursday': '2\u202fPM–2\u202fAM', 'Friday': '2\u202fPM–2\u202fAM'}",2 Photos,010 09440329,,,"W7VF+4V7 وي كان، الفولي، طرة الحيط (البلد سابقاً) كÙ، طره،, El-Basatin, Torah Al Hait (Al Balad Previous) Kotseika, Tura, Cairo Governorate 4061253",,EG,,restaurants
0x145837f4d6b7f499:0x39a267cb5cb06ea3,مطعم على قد الإيد,,29.9342582,31.2850867,,,,['Fast food restaurant'],"{'Sunday': '12\u202fPM–12\u202fAM', 'Monday': '12\u202fPM–12\u202fAM', 'Tuesday': '12\u202fPM–12\u202fAM', 'Wednesday': '12\u202fPM–12\u202fAM', 'Thursday': '12\u202fPM–12\u202fAM', 'Friday': 'Closed', 'Saturday': '12\u202fPM–12\u202fAM'}",14 Photos,011 22568993,,,"W7MP+P24 مطعم على قد الإيد, School, Torah Al Hait (Al Balad Previous) Kotseika, Tura, Cairo Governorate 4062144",,EG,,restaurants
0x1459cb0008a377d9:0x1f9ecad0cd4aadaa,اسماك ابو داود,,29.7588362,31.2875982,,1,,['Seafood restaurant'],"{'Sunday': 'Open 24 hours', 'Monday': '1–10\u202fPM', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours'}",3 Photos,011 01567311,,,"Q75Q+G2X اسماك ابو داود, Ash Shobak Ash Sharqi, El-Saf, Giza Governorate 3476801",,EG,,restaurants
0x1458356db4bf3851:0xf5be57929d19ae65,مطعم الامبراطور,,29.7664269,31.3410598,,3,,['Restaurant'],,Photos,,,,"Q88R+HCF مطعم الامبراطور، طريق مصانع طوب بعرب أبو ساع، الظهير الصحراوى لمحافظة الجيزة، الجيزة،, El-Saf",,EG,,restaurants
0x14585ca5e655afb1:0x477f08fbd0a55638,Zad,,30.083333,31.066666,,21,,['Restaurant'],,,02 33037680,,,"Zad, Shooting Club, Giza",,EG,,restaurants
0x14585d8d13caa06b:0xc16f3df45942a9b8,رست الواحه Rest Alwaha,,30.1081228,31.0010011,,29,,['Restaurant'],"{'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours'}",24 Photos,,,,"4252+6CR رست الواحه Rest Alwaha، الظهير الصحراوى لمحافظة الجيزة،, Monsha'et El Kanater, Giza Governorate 3622301",,EG,,restaurants
0x1458f439e88e24c3:0x11a59af37c095766,ARZ Lebanese Restaurant & Cafe,,30.1539719,30.8376316,,8,,['Lebanese restaurant'],,8 Photos,011 22208885,,,"ARZ Lebanese Restaurant & Cafe, Dandy Mall, Kilo 28 Cairo - Alexandria Desert Rd, Monsha'et El Kanater, Giza Governorate 12577",,EG,,restaurants
0x1458b10fcec3c907:0xd8eb5fe59963a9a7,Barranco Restaurant & Bar,,30.4495247,30.3174958,,1,,['Health food restaurant'],,2 Photos,012 08445555,,,"Barranco Restaurant & Bar, Cairo - Alexandria Desert Rd, Al Giza Desert, Cairo Governorate 3753450",,EG,,restaurants
0x145857e0726f6697:0x8da1f5f539e12ccd,مطعم فيجاتو 2 - Figato Restaurant 2,https://www.bit.ly,29.9739511,30.9446915,,9,,['Restaurant'],"{'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours'}",6 Photos,010 06101245,,,"مطعم فيجاتو 2 - Figato Restaurant 2, Next to Karam Al Sham Restaurant, Divided from Al Tahrir, First 6th of October, Giza Governorate 15525",,EG,,restaurants
0x145857006f101793:0x8ad7e99143627942,مطعم ام غاليه om ghalia Restaurant,,29.9931094,30.9472914,,61,,['Restaurant'],,119+ Photos,,,,"XWVW+3XG مطعم ام غاليه om ghalia Restaurant, SIXTEN THE PARK, Gamal Abd El-Nasir, First 6th of October, Giza Governorate 3232501",,EG,,restaurants
0x14585764eb366599:0x9b46e1dd32c147fe,LEGEND RESTAURANT,https://www.facebook.com,29.9563136,30.9130327,,11,,['Restaurant'],"{'Saturday': '12\u202fPM–1\u202fAM', 'Sunday': '12\u202fPM–1\u202fAM', 'Monday': '12\u202fPM–1\u202fAM', 'Tuesday': '12\u202fPM–1\u202fAM', 'Wednesday': '12\u202fPM–1\u202fAM', 'Thursday': '12\u202fPM–1\u202fAM', 'Friday': '12\u202fPM–1\u202fAM'}",11 Photos,010 30131083,,,"LEGEND RESTAURANT، المحور الخدمي المركزي الحي 11مجاوره5, Giza Governorate",,EG,,restaurants
0x145857aafae4feb9:0x15b8ecb2b0569686,Tsunami Restaurant,,29.9678817,30.9383971,,,,['Fast food restaurant'],"{'Saturday': '12\u202fAM–11:30\u202fPM', 'Sunday': '12\u202fAM–11:30\u202fPM', 'Monday': '12\u202fAM–11:30\u202fPM', 'Tuesday': '12\u202fAM–11:30\u202fPM', 'Wednesday': '12\u202fAM–11:30\u202fPM', 'Thursday': '12\u202fAM–11:30\u202fPM', 'Friday': '12\u202fAM–11:30\u202fPM'}",4 Photos,010 29800930,,,"Tsunami Restaurant, 371 Al Mehwar Al Markazi Al Nassr St, First 6th of October, Giza Governorate 12211",,EG,,restaurants
0x1458504dfa4b8a05:0x4bd0849018d7eacc,Jasmine Restaurant,,29.962904,31.045447,,11,,['Restaurant'],"{'Saturday': '7–11\u202fPM', 'Sunday': '7–11\u202fPM', 'Monday': '7–11\u202fPM', 'Tuesday': '7–11\u202fPM', 'Wednesday': '7–11\u202fPM', 'Thursday': '7–11\u202fPM', 'Friday': '7–11\u202fPM'}",42+ Photos,02 38553330,,,"Jasmine Restaurant, First 6th of October, Giza Governorate 3291312",,EG,,restaurants
0x14585bf67dd54a39:0x4f65211290b994b9,Kadoura restaurant Zayed - قدورة فرع زايد,,30.0276749,31.0139859,,570,,['Seafood restaurant'],"{'Saturday': '12\u202fPM–12\u202fAM', 'Sunday': '12\u202fPM–12\u202fAM', 'Monday': '12\u202fPM–12\u202fAM', 'Tuesday': '12\u202fPM–12\u202fAM', 'Wednesday': '12\u202fPM–12\u202fAM', 'Thursday': '12\u202fPM–12\u202fAM', 'Friday': '12\u202fPM–12\u202fAM'}",263+ Photos,011 14968886,,,"Kadoura restaurant Zayed - قدورة فرع زايد, Americana Plaza, First Al Sheikh Zayed, Giza Governorate 3245504",,EG,,restaurants
0x14585b78de8dfb13:0x419baf578771cba6,Al Gadaa/ El Gadaa restaurant مطعم الجدع,https://www.orderfast.com,30.0386003,30.9775436,,289,,"['Egyptian restaurant', 'Restaurant']","{'Saturday': '8\u202fAM–1\u202fAM', 'Sunday': '8\u202fAM–1\u202fAM', 'Monday': '8\u202fAM–1\u202fAM', 'Tuesday': '8\u202fAM–1\u202fAM', 'Wednesday': '8\u202fAM–1\u202fAM', 'Thursday': '8\u202fAM–1\u202fAM', 'Friday': '8\u202fAM–1\u202fAM'}",184+ Photos,011 20197009,,,"Al Gadaa/ El Gadaa restaurant مطعم الجدع, The Gate mall مول ذا جيت, Al Mostakbal, st, Second Al Sheikh Zayed, Giza Governorate 3241347",,EG,,restaurants
0x14585ba004bc918b:0x9775b6a8b1eaff30,Barranco Restaurant & Bar,https://www.barrancocairo.com,30.0173787,31.0730464,,111,,['Restaurant'],"{'Saturday': '6\u202fPM–1\u202fAM', 'Sunday': '6\u202fPM–1\u202fAM', 'Monday': '6\u202fPM–1\u202fAM', 'Tuesday': '6\u202fPM–1\u202fAM', 'Wednesday': '6\u202fPM–1\u202fAM', 'Thursday': '6\u202fPM–1\u202fAM', 'Friday': '6\u202fPM–1\u202fAM'}",326+ Photos,012 08445555,,,"Barranco Restaurant & Bar, Cairo - Alexandria Desert Rd, Al Giza Desert, Giza Governorate 3296131, Giza, Giza Governorate 12512",,EG,,restaurants
0x14585b8830b88355:0xca30624a950cacf1,Izmir Saray Turkish Restaurant - New Giza,https://www.instagram.com,30.0213949,31.0520634,$$$$,940,Very expensive,['Turkish restaurant'],"{'Saturday': '8\u202fAM–1\u202fAM', 'Sunday': '8\u202fAM–1\u202fAM', 'Monday': '8\u202fAM–1\u202fAM', 'Tuesday': '8\u202fAM–1\u202fAM', 'Wednesday': '8\u202fAM–1\u202fAM', 'Thursday': '8\u202fAM–1\u202fAM', 'Friday': '8\u202fAM–1\u202fAM'}",536+ Photos,010 11510027,,,"Izmir Saray Turkish Restaurant - New Giza, First 6th of October, Giza Governorate 3293400",,EG,,restaurants
0x1458413061cd4c71:0x6b0f4a5067006762,ELDEWAN cafe & Restaurants,,30.0512394,31.202768,,420,,['Restaurant'],"{'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours'}",229+ Photos,03 7603353,,,"ELDEWAN cafe & Restaurants، 19 El koroom, Mohammed Mahmoud Shaaban, Ad Doqi",,EG,,restaurants
0x14585b128a3c00b3:0xfefd9816a61ccc0e,Didis Cafe & Restaurant,,30.0313764,30.9999096,,16,,['Restaurant'],"{'Saturday': '9\u202fAM–3\u202fAM', 'Sunday': '9\u202fAM–3\u202fAM', 'Monday': '9\u202fAM–3\u202fAM', 'Tuesday': '9\u202fAM–3\u202fAM', 'Wednesday': '9\u202fAM–3\u202fAM', 'Thursday': '9\u202fAM–3\u202fAM', 'Friday': '9\u202fAM–3\u202fAM'}",13 Photos,012 01300130,,,"Didis Cafe & Restaurant، 2XJX+PXG، شارع الشباب،مدينة الشيخ زايد،قسم، Atrium، Plaza، قسم الشيخ، Atrium, First Al Sheikh Zayed, Giza Governorate",,EG,,restaurants
0x14585b0f8af6d46b:0x36e9bcedeb34648d,Vertigo cafe,,30.0304105,31.0008883,$$,498,Moderately expensive,['Restaurant'],"{'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours'}",179+ Photos,010 29042147,,,"Vertigo cafe, المحور المركزى،, First Al Sheikh Zayed, Giza Governorate 3244401",,EG,,restaurants
0x14585970bf528bb3:0x971ded01d3756d4e,Chicken Lovers Restaurant,,30.0443207,30.9875879,,10,,['Chicken restaurant'],"{'Saturday': '11\u202fAM–2\u202fAM', 'Sunday': '11\u202fAM–2\u202fAM', 'Monday': '11\u202fAM–2\u202fAM', 'Tuesday': '11\u202fAM–2\u202fAM', 'Wednesday': '11\u202fAM–2\u202fAM', 'Thursday': '11\u202fAM–2\u202fAM', 'Friday': '11\u202fAM–2\u202fAM'}",11 Photos,010 16616337,,,"2XVQ+P2G Chicken Lovers Restaurant, مول المعز بلازا, Second Al Sheikh Zayed, Giza Governorate 3243533",,EG,,restaurants
0x14585b82e678478f:0x5090356cd8c38535,Gad restaurant Zayed,,30.0323715,31.001627,,108,,['Restaurant'],"{'Saturday': '9\u202fAM–12\u202fAM', 'Sunday': '9\u202fAM–12\u202fAM', 'Monday': '9\u202fAM–12\u202fAM', 'Tuesday': '9\u202fAM–12\u202fAM', 'Wednesday': '9\u202fAM–12\u202fAM', 'Thursday': '9\u202fAM–12\u202fAM', 'Friday': '9\u202fAM–1\u202fAM'}",42 Photos,010 24488111,,,"22J2+WMR Gad restaurant Zayed, First Al Sheikh Zayed, Giza Governorate 3244301",,EG,,restaurants
0x145844e4f5c564c5:0xad87e35f184cdef2,El Tayeb Restaurants,,30.0311849,31.1110219,,5,,['Restaurant'],"{'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours', 'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours'}",,010 25082496,,,"El Tayeb Restaurants, Kerdasah, الجيزة، Giza Governorate 3642402",,EG,,restaurants
0x145845b75c700ce3:0xe55682365bbdbb65,Singary Restaurant,https://www.facebook.com,30.0059395,31.1436308,$$,568,Moderately expensive,['Fish & chips restaurant'],"{'Saturday': '11\u202fAM–1\u202fAM', 'Sunday': '11\u202fAM–1\u202fAM', 'Monday': '11\u202fAM–1\u202fAM', 'Tuesday': '11\u202fAM–1\u202fAM', 'Wednesday': '11\u202fAM–1\u202fAM', 'Thursday': '11\u202fAM–1\u202fAM', 'Friday': '11\u202fAM–1\u202fAM'}",342+ Photos,02 35946999,,,"Singary Restaurant, Kabeish Rd, Atati, Al Haram, Giza Governorate 3553252",,EG,,restaurants
